====================================================================================================
Arguments =
Namespace(batch_size_train=64, batch_size_test=64, n_epochs=100, seed=1, pc_valid=0.02, lr=0.1, momentum=0.9, lr_min=0.001, lr_patience=5, lr_factor=3, savename='./logs/MINI/', gpm_thro=0.97, mixup_alpha=20, mixup_weight=0.1, weight_range=1e-11, robust_train=True, robust_epoch=100, ua_weight=0.1)
====================================================================================================
****************************************************************************************************
Task  0 (iMiniImageNet-0-[80, 84, 33, 81, 93])
****************************************************************************************************
----------------------------------------
Task ID :0 | Learning Rate : 0.1
----------------------------------------
Epoch   1 | Train: loss=1.906, acc= 28.0% | time=2714.2ms |
Epoch  30 | Train: loss=0.294, acc= 89.7% | time=2545.1ms |
 Valid: loss=1.005, acc= 62.0% |
Epoch  31 | Train: loss=0.154, acc= 97.5% | time=2566.8ms |
 Valid: loss=0.927, acc= 68.0% |
Epoch  32 | Train: loss=0.142, acc= 97.6% | time=2552.7ms |
 Valid: loss=1.009, acc= 68.0% |
Epoch  33 | Train: loss=0.134, acc= 97.7% | time=2545.8ms |
 Valid: loss=0.993, acc= 72.0% |
Epoch  34 | Train: loss=0.220, acc= 93.4% | time=2454.7ms |
 Valid: loss=1.154, acc= 60.0% |
Epoch  35 | Train: loss=0.118, acc= 98.6% | time=2636.9ms |
 Valid: loss=0.901, acc= 70.0% |
Epoch  36 | Train: loss=0.093, acc= 98.9% | time=2550.3ms |
 Valid: loss=1.126, acc= 62.0% |
Epoch  37 | Train: loss=0.060, acc= 99.8% | time=2545.0ms |
 Valid: loss=1.051, acc= 66.0% |
Epoch  38 | Train: loss=0.134, acc= 97.3% | time=2559.1ms |
 Valid: loss=1.056, acc= 62.0% |
Epoch  39 | Train: loss=0.063, acc= 99.5% | time=2527.7ms |
 Valid: loss=0.940, acc= 70.0% |
Epoch  40 | Train: loss=0.066, acc= 99.4% | time=2174.9ms |
 Valid: loss=0.959, acc= 64.0% |
 lr=1.1e-02
Epoch  41 | Train: loss=0.041, acc= 99.9% | time=2148.3ms |
 Valid: loss=0.917, acc= 64.0% |
Epoch  42 | Train: loss=0.036, acc=100.0% | time=2306.8ms |
 Valid: loss=0.938, acc= 64.0% |
Epoch  43 | Train: loss=0.040, acc= 99.8% | time=2289.1ms |
 Valid: loss=0.974, acc= 68.0% |
Epoch  44 | Train: loss=0.041, acc=100.0% | time=2296.9ms |
 Valid: loss=0.976, acc= 66.0% |
Epoch  45 | Train: loss=0.039, acc= 99.9% | time=2420.2ms |
 Valid: loss=0.939, acc= 66.0% |
 lr=3.7e-03
Epoch  46 | Train: loss=0.034, acc=100.0% | time=2530.0ms |
 Valid: loss=0.935, acc= 66.0% |
Epoch  47 | Train: loss=0.034, acc=100.0% | time=2523.4ms |
 Valid: loss=0.945, acc= 66.0% |
Epoch  48 | Train: loss=0.034, acc=100.0% | time=2552.9ms |
 Valid: loss=0.941, acc= 64.0% |
Epoch  49 | Train: loss=0.033, acc=100.0% | time=2619.2ms |
 Valid: loss=0.931, acc= 66.0% |
Epoch  50 | Train: loss=0.033, acc=100.0% | time=2628.0ms |
 Valid: loss=0.931, acc= 68.0% |
 lr=1.2e-03
Epoch  51 | Train: loss=0.037, acc=100.0% | time=2585.6ms |
 Valid: loss=0.931, acc= 68.0% |
Epoch  52 | Train: loss=0.036, acc=100.0% | time=2570.8ms |
 Valid: loss=0.931, acc= 68.0% |
Epoch  53 | Train: loss=0.035, acc=100.0% | time=2571.1ms |
 Valid: loss=0.931, acc= 68.0% |
Epoch  54 | Train: loss=0.035, acc=100.0% | time=2578.0ms |
 Valid: loss=0.930, acc= 68.0% |
Epoch  55 | Train: loss=0.033, acc=100.0% | time=2566.2ms |
 Valid: loss=0.932, acc= 66.0% |
 lr=4.1e-04
----------------------------------------
Test: loss=1.200 , acc= 61.0%
------------------------------
Representation Matrix
------------------------------
Layer 1 : (27, 17640)
Layer 2 : (180, 17640)
Layer 3 : (180, 17640)
Layer 4 : (180, 17640)
Layer 5 : (180, 17640)
Layer 6 : (180, 4410)
Layer 7 : (360, 4410)
Layer 8 : (20, 4410)
Layer 9 : (360, 4410)
Layer 10 : (360, 22050)
Layer 11 : (360, 6050)
Layer 12 : (720, 6050)
Layer 13 : (40, 6050)
Layer 14 : (720, 12100)
Layer 15 : (720, 12100)
Layer 16 : (720, 3600)
Layer 17 : (1440, 3600)
Layer 18 : (80, 3600)
Layer 19 : (1440, 3600)
Layer 20 : (1440, 3600)
------------------------------
----------------------------------------
Gradient Constraints Summary
----------------------------------------
Layer 1 : 5/27
Layer 2 : 39/180
Layer 3 : 20/180
Layer 4 : 27/180
Layer 5 : 9/180
Layer 6 : 10/180
Layer 7 : 33/360
Layer 8 : 4/20
Layer 9 : 42/360
Layer 10 : 64/360
Layer 11 : 61/360
Layer 12 : 205/720
Layer 13 : 15/40
Layer 14 : 213/720
Layer 15 : 241/720
Layer 16 : 136/720
Layer 17 : 287/1440
Layer 18 : 30/80
Layer 19 : 498/1440
Layer 20 : 633/1440
----------------------------------------
Accuracies =
 60.2%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
****************************************************************************************************
Task  1 (iMiniImageNet-1-[17, 36, 82, 69, 65])
****************************************************************************************************
----------------------------------------
Task ID :1 | Learning Rate : 0.1
----------------------------------------
Layer 1 - Projection Matrix shape: torch.Size([27, 27])
Layer 2 - Projection Matrix shape: torch.Size([180, 180])
Layer 3 - Projection Matrix shape: torch.Size([180, 180])
Layer 4 - Projection Matrix shape: torch.Size([180, 180])
Layer 5 - Projection Matrix shape: torch.Size([180, 180])
Layer 6 - Projection Matrix shape: torch.Size([180, 180])
Layer 7 - Projection Matrix shape: torch.Size([360, 360])
Layer 8 - Projection Matrix shape: torch.Size([20, 20])
Layer 9 - Projection Matrix shape: torch.Size([360, 360])
Layer 10 - Projection Matrix shape: torch.Size([360, 360])
Layer 11 - Projection Matrix shape: torch.Size([360, 360])
Layer 12 - Projection Matrix shape: torch.Size([720, 720])
Layer 13 - Projection Matrix shape: torch.Size([40, 40])
Layer 14 - Projection Matrix shape: torch.Size([720, 720])
Layer 15 - Projection Matrix shape: torch.Size([720, 720])
Layer 16 - Projection Matrix shape: torch.Size([720, 720])
Layer 17 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 18 - Projection Matrix shape: torch.Size([80, 80])
Layer 19 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 20 - Projection Matrix shape: torch.Size([1440, 1440])
----------------------------------------
Epoch   1 | Train: loss=0.910, acc= 65.3% | time=2168.1ms |
 Valid: loss=0.994, acc= 70.0% |
Epoch   2 | Train: loss=0.883, acc= 64.2% | time=2163.7ms |
 Valid: loss=1.181, acc= 48.0% |
Epoch   3 | Train: loss=0.764, acc= 71.1% | time=2160.9ms |
 Valid: loss=0.992, acc= 66.0% |
Epoch   4 | Train: loss=0.624, acc= 77.1% | time=2196.3ms |
 Valid: loss=0.919, acc= 62.0% |
Epoch   5 | Train: loss=0.831, acc= 69.6% | time=2160.9ms |
 Valid: loss=1.259, acc= 70.0% |
Epoch   6 | Train: loss=0.529, acc= 81.3% | time=2148.0ms |
 Valid: loss=0.882, acc= 66.0% |
Epoch   7 | Train: loss=0.428, acc= 86.7% | time=2154.8ms |
 Valid: loss=0.737, acc= 70.0% |
Epoch   8 | Train: loss=0.411, acc= 86.6% | time=2148.6ms |
 Valid: loss=0.712, acc= 74.0% |
Epoch   9 | Train: loss=0.386, acc= 86.9% | time=2154.3ms |
 Valid: loss=0.785, acc= 70.0% |
Epoch  10 | Train: loss=0.331, acc= 89.9% | time=2153.2ms |
 Valid: loss=0.791, acc= 66.0% |
Epoch  11 | Train: loss=0.280, acc= 91.7% | time=2148.7ms |
 Valid: loss=0.729, acc= 70.0% |
Epoch  12 | Train: loss=0.235, acc= 94.7% | time=2167.4ms |
 Valid: loss=0.615, acc= 76.0% |
Epoch  13 | Train: loss=0.240, acc= 93.1% | time=2170.0ms |
 Valid: loss=0.769, acc= 70.0% |
Epoch  14 | Train: loss=0.205, acc= 94.7% | time=2149.3ms |
 Valid: loss=0.650, acc= 74.0% |
Epoch  15 | Train: loss=0.159, acc= 97.1% | time=2143.3ms |
 Valid: loss=0.704, acc= 76.0% |
Epoch  16 | Train: loss=0.142, acc= 98.1% | time=2146.2ms |
 Valid: loss=0.570, acc= 74.0% |
Epoch  17 | Train: loss=0.111, acc= 98.8% | time=2160.4ms |
 Valid: loss=0.564, acc= 72.0% |
Epoch  18 | Train: loss=0.091, acc= 98.9% | time=2156.6ms |
 Valid: loss=0.587, acc= 74.0% |
Epoch  19 | Train: loss=0.094, acc= 99.4% | time=2156.0ms |
 Valid: loss=0.690, acc= 74.0% |
Epoch  20 | Train: loss=0.071, acc= 99.5% | time=2160.1ms |
 Valid: loss=0.627, acc= 72.0% |
Epoch  21 | Train: loss=0.075, acc= 99.3% | time=2198.8ms |
 Valid: loss=0.588, acc= 76.0% |
Epoch  22 | Train: loss=0.067, acc= 99.6% | time=2155.9ms |
 Valid: loss=0.604, acc= 78.0% |
 lr=3.3e-02
Epoch  23 | Train: loss=0.051, acc= 99.8% | time=2150.2ms |
 Valid: loss=0.559, acc= 80.0% |
Epoch  24 | Train: loss=0.052, acc= 99.8% | time=2153.2ms |
 Valid: loss=0.534, acc= 76.0% |
Epoch  25 | Train: loss=0.051, acc= 99.8% | time=2150.8ms |
 Valid: loss=0.547, acc= 78.0% |
Epoch  26 | Train: loss=0.044, acc= 99.8% | time=2161.1ms |
 Valid: loss=0.536, acc= 78.0% |
Epoch  27 | Train: loss=0.045, acc= 99.9% | time=2155.5ms |
 Valid: loss=0.550, acc= 78.0% |
Epoch  28 | Train: loss=0.045, acc= 99.9% | time=2207.0ms |
 Valid: loss=0.542, acc= 78.0% |
Epoch  29 | Train: loss=0.047, acc= 99.8% | time=2301.8ms |
 Valid: loss=0.554, acc= 78.0% |
 lr=1.1e-02
Epoch  30 | Train: loss=0.045, acc= 99.8% | time=2285.4ms |
 Valid: loss=0.540, acc= 76.0% |
Epoch  31 | Train: loss=0.040, acc= 99.8% | time=2279.9ms |
 Valid: loss=0.537, acc= 78.0% |
Epoch  32 | Train: loss=0.041, acc= 99.8% | time=2272.2ms |
 Valid: loss=0.540, acc= 78.0% |
Epoch  33 | Train: loss=0.042, acc= 99.8% | time=2482.3ms |
 Valid: loss=0.538, acc= 78.0% |
Epoch  34 | Train: loss=0.038, acc=100.0% | time=2586.6ms |
 Valid: loss=0.540, acc= 78.0% |
 lr=3.7e-03
Epoch  35 | Train: loss=0.043, acc= 99.9% | time=2608.6ms |
 Valid: loss=0.539, acc= 78.0% |
Epoch  36 | Train: loss=0.039, acc= 99.9% | time=2640.2ms |
 Valid: loss=0.537, acc= 78.0% |
Epoch  37 | Train: loss=0.039, acc=100.0% | time=2665.2ms |
 Valid: loss=0.541, acc= 78.0% |
Epoch  38 | Train: loss=0.041, acc= 99.9% | time=2553.8ms |
 Valid: loss=0.540, acc= 78.0% |
Epoch  39 | Train: loss=0.042, acc= 99.9% | time=2554.0ms |
 Valid: loss=0.537, acc= 78.0% |
 lr=1.2e-03
Epoch  40 | Train: loss=0.041, acc= 99.9% | time=2559.3ms |
 Valid: loss=0.538, acc= 76.0% |
Epoch  41 | Train: loss=0.041, acc= 99.9% | time=2556.0ms |
 Valid: loss=0.538, acc= 78.0% |
Epoch  42 | Train: loss=0.038, acc= 99.8% | time=2558.7ms |
 Valid: loss=0.538, acc= 78.0% |
Epoch  43 | Train: loss=0.039, acc= 99.8% | time=2597.9ms |
 Valid: loss=0.538, acc= 78.0% |
Epoch  44 | Train: loss=0.040, acc=100.0% | time=2562.6ms |
 Valid: loss=0.538, acc= 78.0% |
 lr=4.1e-04
Test: loss=0.565 , acc= 80.4%
------------------------------
Representation Matrix
------------------------------
Layer 1 : (27, 17640)
Layer 2 : (180, 17640)
Layer 3 : (180, 17640)
Layer 4 : (180, 17640)
Layer 5 : (180, 17640)
Layer 6 : (180, 4410)
Layer 7 : (360, 4410)
Layer 8 : (20, 4410)
Layer 9 : (360, 4410)
Layer 10 : (360, 22050)
Layer 11 : (360, 6050)
Layer 12 : (720, 6050)
Layer 13 : (40, 6050)
Layer 14 : (720, 12100)
Layer 15 : (720, 12100)
Layer 16 : (720, 3600)
Layer 17 : (1440, 3600)
Layer 18 : (80, 3600)
Layer 19 : (1440, 3600)
Layer 20 : (1440, 3600)
------------------------------
----------------------------------------
Gradient Constraints Summary
----------------------------------------
Layer 1 : 8/27
Layer 2 : 53/180
Layer 3 : 33/180
Layer 4 : 41/180
Layer 5 : 20/180
Layer 6 : 25/180
Layer 7 : 75/360
Layer 8 : 8/20
Layer 9 : 95/360
Layer 10 : 91/360
Layer 11 : 85/360
Layer 12 : 271/720
Layer 13 : 19/40
Layer 14 : 274/720
Layer 15 : 300/720
Layer 16 : 189/720
Layer 17 : 404/1440
Layer 18 : 36/80
Layer 19 : 727/1440
Layer 20 : 874/1440
----------------------------------------
Accuracies =
 60.2%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 63.4%  79.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
****************************************************************************************************
Task  2 (iMiniImageNet-2-[92, 39, 56, 52, 51])
****************************************************************************************************
----------------------------------------
Task ID :2 | Learning Rate : 0.1
----------------------------------------
Layer 1 - Projection Matrix shape: torch.Size([27, 27])
Layer 2 - Projection Matrix shape: torch.Size([180, 180])
Layer 3 - Projection Matrix shape: torch.Size([180, 180])
Layer 4 - Projection Matrix shape: torch.Size([180, 180])
Layer 5 - Projection Matrix shape: torch.Size([180, 180])
Layer 6 - Projection Matrix shape: torch.Size([180, 180])
Layer 7 - Projection Matrix shape: torch.Size([360, 360])
Layer 8 - Projection Matrix shape: torch.Size([20, 20])
Layer 9 - Projection Matrix shape: torch.Size([360, 360])
Layer 10 - Projection Matrix shape: torch.Size([360, 360])
Layer 11 - Projection Matrix shape: torch.Size([360, 360])
Layer 12 - Projection Matrix shape: torch.Size([720, 720])
Layer 13 - Projection Matrix shape: torch.Size([40, 40])
Layer 14 - Projection Matrix shape: torch.Size([720, 720])
Layer 15 - Projection Matrix shape: torch.Size([720, 720])
Layer 16 - Projection Matrix shape: torch.Size([720, 720])
Layer 17 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 18 - Projection Matrix shape: torch.Size([80, 80])
Layer 19 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 20 - Projection Matrix shape: torch.Size([1440, 1440])
----------------------------------------
Epoch   1 | Train: loss=1.149, acc= 52.7% | time=2188.5ms |
 Valid: loss=1.209, acc= 46.0% |
Epoch   2 | Train: loss=0.972, acc= 62.8% | time=2151.0ms |
 Valid: loss=0.977, acc= 58.0% |
Epoch   3 | Train: loss=0.840, acc= 68.9% | time=2152.2ms |
 Valid: loss=0.933, acc= 62.0% |
Epoch   4 | Train: loss=0.883, acc= 65.7% | time=2159.5ms |
 Valid: loss=0.993, acc= 50.0% |
Epoch   5 | Train: loss=0.725, acc= 74.0% | time=2250.0ms |
 Valid: loss=1.069, acc= 64.0% |
Epoch   6 | Train: loss=0.788, acc= 68.7% | time=2314.5ms |
 Valid: loss=1.095, acc= 56.0% |
Epoch   7 | Train: loss=0.643, acc= 77.1% | time=2279.2ms |
 Valid: loss=0.980, acc= 56.0% |
Epoch   8 | Train: loss=0.575, acc= 80.0% | time=2280.8ms |
 Valid: loss=0.883, acc= 68.0% |
Epoch   9 | Train: loss=0.516, acc= 83.6% | time=2275.9ms |
 Valid: loss=0.902, acc= 62.0% |
Epoch  10 | Train: loss=0.482, acc= 84.3% | time=2428.5ms |
 Valid: loss=1.010, acc= 62.0% |
Epoch  11 | Train: loss=0.545, acc= 75.9% | time=2240.3ms |
 Valid: loss=0.987, acc= 66.0% |
Epoch  12 | Train: loss=0.313, acc= 93.3% | time=2238.5ms |
 Valid: loss=0.850, acc= 68.0% |
Epoch  13 | Train: loss=0.262, acc= 95.5% | time=2229.4ms |
 Valid: loss=0.910, acc= 60.0% |
Epoch  14 | Train: loss=0.327, acc= 89.0% | time=2290.9ms |
 Valid: loss=0.994, acc= 70.0% |
Epoch  15 | Train: loss=0.258, acc= 92.4% | time=2280.6ms |
 Valid: loss=1.152, acc= 64.0% |
Epoch  16 | Train: loss=0.364, acc= 86.1% | time=2284.4ms |
 Valid: loss=1.316, acc= 56.0% |
Epoch  17 | Train: loss=0.142, acc= 98.5% | time=2283.1ms |
 Valid: loss=1.030, acc= 66.0% |
 lr=3.3e-02
Epoch  18 | Train: loss=0.118, acc= 99.1% | time=2526.3ms |
 Valid: loss=1.012, acc= 64.0% |
Epoch  19 | Train: loss=0.120, acc= 98.8% | time=2565.6ms |
 Valid: loss=1.009, acc= 64.0% |
Epoch  20 | Train: loss=0.107, acc= 99.1% | time=2584.9ms |
 Valid: loss=1.036, acc= 62.0% |
Epoch  21 | Train: loss=0.100, acc= 99.1% | time=2672.3ms |
 Valid: loss=1.012, acc= 66.0% |
Epoch  22 | Train: loss=0.095, acc= 99.2% | time=2578.1ms |
 Valid: loss=1.042, acc= 64.0% |
 lr=1.1e-02
Epoch  23 | Train: loss=0.088, acc= 99.6% | time=2563.0ms |
 Valid: loss=1.013, acc= 64.0% |
Epoch  24 | Train: loss=0.089, acc= 99.6% | time=2551.7ms |
 Valid: loss=1.009, acc= 64.0% |
Epoch  25 | Train: loss=0.084, acc= 99.6% | time=2301.0ms |
 Valid: loss=1.020, acc= 64.0% |
Epoch  26 | Train: loss=0.091, acc= 99.7% | time=2142.2ms |
 Valid: loss=1.008, acc= 64.0% |
Epoch  27 | Train: loss=0.082, acc= 99.7% | time=2161.0ms |
 Valid: loss=1.015, acc= 66.0% |
 lr=3.7e-03
Epoch  28 | Train: loss=0.082, acc= 99.7% | time=2189.7ms |
 Valid: loss=1.014, acc= 64.0% |
Epoch  29 | Train: loss=0.090, acc= 99.3% | time=2236.5ms |
 Valid: loss=1.014, acc= 64.0% |
Epoch  30 | Train: loss=0.085, acc= 99.6% | time=2278.2ms |
 Valid: loss=1.017, acc= 64.0% |
Epoch  31 | Train: loss=0.084, acc= 99.6% | time=2274.1ms |
 Valid: loss=1.013, acc= 64.0% |
Epoch  32 | Train: loss=0.083, acc= 99.6% | time=2295.6ms |
 Valid: loss=1.014, acc= 64.0% |
 lr=1.2e-03
Epoch  33 | Train: loss=0.080, acc= 99.7% | time=2294.9ms |
 Valid: loss=1.013, acc= 64.0% |
Epoch  34 | Train: loss=0.083, acc= 99.6% | time=2542.2ms |
 Valid: loss=1.013, acc= 64.0% |
Epoch  35 | Train: loss=0.078, acc= 99.7% | time=2502.1ms |
 Valid: loss=1.014, acc= 64.0% |
Epoch  36 | Train: loss=0.081, acc= 99.7% | time=2176.2ms |
 Valid: loss=1.016, acc= 64.0% |
Epoch  37 | Train: loss=0.079, acc= 99.8% | time=2275.5ms |
 Valid: loss=1.016, acc= 64.0% |
 lr=4.1e-04
Test: loss=0.893 , acc= 64.8%
------------------------------
Representation Matrix
------------------------------
Layer 1 : (27, 17640)
Layer 2 : (180, 17640)
Layer 3 : (180, 17640)
Layer 4 : (180, 17640)
Layer 5 : (180, 17640)
Layer 6 : (180, 4410)
Layer 7 : (360, 4410)
Layer 8 : (20, 4410)
Layer 9 : (360, 4410)
Layer 10 : (360, 22050)
Layer 11 : (360, 6050)
Layer 12 : (720, 6050)
Layer 13 : (40, 6050)
Layer 14 : (720, 12100)
Layer 15 : (720, 12100)
Layer 16 : (720, 3600)
Layer 17 : (1440, 3600)
Layer 18 : (80, 3600)
Layer 19 : (1440, 3600)
Layer 20 : (1440, 3600)
------------------------------
Skip Updating GPM for layer: 1
Skip Updating GPM for layer: 13
----------------------------------------
Gradient Constraints Summary
----------------------------------------
Layer 1 : 8/27
Layer 2 : 59/180
Layer 3 : 40/180
Layer 4 : 48/180
Layer 5 : 23/180
Layer 6 : 29/180
Layer 7 : 87/360
Layer 8 : 9/20
Layer 9 : 112/360
Layer 10 : 94/360
Layer 11 : 92/360
Layer 12 : 302/720
Layer 13 : 19/40
Layer 14 : 298/720
Layer 15 : 321/720
Layer 16 : 216/720
Layer 17 : 465/1440
Layer 18 : 38/80
Layer 19 : 828/1440
Layer 20 : 969/1440
----------------------------------------
Accuracies =
 60.2%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 63.4%  79.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
 62.8%  77.4%  63.6%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0%   0.0% 
****************************************************************************************************
Task  3 (iMiniImageNet-3-[32, 31, 44, 78, 10])
****************************************************************************************************
----------------------------------------
Task ID :3 | Learning Rate : 0.1
----------------------------------------
Layer 1 - Projection Matrix shape: torch.Size([27, 27])
Layer 2 - Projection Matrix shape: torch.Size([180, 180])
Layer 3 - Projection Matrix shape: torch.Size([180, 180])
Layer 4 - Projection Matrix shape: torch.Size([180, 180])
Layer 5 - Projection Matrix shape: torch.Size([180, 180])
Layer 6 - Projection Matrix shape: torch.Size([180, 180])
Layer 7 - Projection Matrix shape: torch.Size([360, 360])
Layer 8 - Projection Matrix shape: torch.Size([20, 20])
Layer 9 - Projection Matrix shape: torch.Size([360, 360])
Layer 10 - Projection Matrix shape: torch.Size([360, 360])
Layer 11 - Projection Matrix shape: torch.Size([360, 360])
Layer 12 - Projection Matrix shape: torch.Size([720, 720])
Layer 13 - Projection Matrix shape: torch.Size([40, 40])
Layer 14 - Projection Matrix shape: torch.Size([720, 720])
Layer 15 - Projection Matrix shape: torch.Size([720, 720])
Layer 16 - Projection Matrix shape: torch.Size([720, 720])
Layer 17 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 18 - Projection Matrix shape: torch.Size([80, 80])
Layer 19 - Projection Matrix shape: torch.Size([1440, 1440])
Layer 20 - Projection Matrix shape: torch.Size([1440, 1440])
----------------------------------------
Epoch   1 | Train: loss=1.386, acc= 40.8% | time=2166.7ms |
 Valid: loss=1.523, acc= 38.0% |
Epoch   2 | Train: loss=0.978, acc= 61.3% | time=2147.4ms |
 Valid: loss=1.016, acc= 58.0% |
Epoch   3 | Train: loss=1.072, acc= 53.6% | time=2159.7ms |
 Valid: loss=1.329, acc= 34.0% |
Epoch   4 | Train: loss=0.806, acc= 69.6% | time=2154.7ms |
 Valid: loss=0.996, acc= 56.0% |
Epoch   5 | Train: loss=0.843, acc= 65.0% | time=2200.9ms |
 Valid: loss=1.146, acc= 50.0% |
Epoch   6 | Train: loss=0.689, acc= 75.0% | time=2299.3ms |
 Valid: loss=0.895, acc= 58.0% |
Epoch   7 | Train: loss=0.880, acc= 63.0% | time=2299.8ms |
 Valid: loss=1.364, acc= 42.0% |
Epoch   8 | Train: loss=0.656, acc= 74.1% | time=2280.3ms |
 Valid: loss=1.047, acc= 56.0% |
Epoch   9 | Train: loss=0.540, acc= 83.5% | time=2458.8ms |
 Valid: loss=0.878, acc= 66.0% |
Epoch  10 | Train: loss=0.677, acc= 71.0% | time=2623.8ms |
 Valid: loss=1.188, acc= 56.0% |
Epoch  11 | Train: loss=0.436, acc= 88.0% | time=2612.4ms |
